W	9600	Start	1459453
W	9600	Wait	1459453
W	9600	Page_0	1459457
W	6680	Start	1459453
W	6680	Wait	1459454
W	6680	Page_1	1459454
W	10044	Start	1459468
W	10044	Wait	1459468
W	10044	Page_2	1459468
W	9576	Start	1459484
W	9576	Wait	1459485
W	9576	Page_3	1459485
W	13404	Start	1459500
W	13404	Wait	1459500
W	13404	Page_4	1459501
W	11636	Start	1459515
W	11636	Wait	1459516
W	11636	Page_5	1459517
W	6856	Start	1459531
W	6856	Wait	1459531
W	6856	Page_6	1459531
W	11960	Start	1459531
W	11960	Wait	1459531
W	11960	Page_7	1459531
W	11428	Start	1459546
W	11428	Wait	1459546
W	11428	Page_8	1459547
W	10176	Start	1459562
W	10176	Wait	1459563
W	10176	Page_9	1459563
W	12480	Start	1459578
W	12480	Wait	1459581
W	12480	Page_10	1459581
W	10688	Start	1459578
W	10688	Wait	1459578
W	10688	Page_11	1459578
W	72	Start	1459609
W	72	Wait	1459609
W	72	Page_12	1459610
W	7752	Start	1459625
W	7752	Wait	1459625
W	10516	Start	1459625
W	7752	Page_13	1459626
W	10516	Wait	1459625
W	10516	Page_14	1459625
W	9996	Start	1459640
W	9996	Wait	1459640
W	9996	Page_15	1459641
W	2776	Start	1459656
W	2776	Wait	1459656
W	2776	Page_16	1459656
W	1540	Start	1459656
W	1540	Wait	1459656
W	1540	Page_17	1459656
W	12772	Start	1459671
W	12772	Wait	1459671
W	12772	Page_18	1459671
W	1512	Start	1459671
W	1512	Wait	1459672
W	1512	Page_19	1459672
W	1332	Start	1459671
W	1332	Wait	1459671
W	2280	Start	1459687
W	2280	Wait	1459687
R	900	Start	1459718
R	900	Wait	1459718
R	2016	Start	1459718
R	2016	Wait	1459718
R	3220	Start	1459734
R	3220	Wait	1459734
R	2236	Start	1459734
R	2236	Wait	1459734
R	5372	Start	1459750
R	5372	Wait	1459750
R	9836	Start	1459750
R	9836	Wait	1459751
R	2500	Start	1459765
R	2500	Wait	1459765
R	8740	Start	1459781
R	8740	Wait	1459781
R	8724	Start	1459781
R	8724	Wait	1459781
R	2608	Start	1459796
R	2608	Wait	1459797
R	3180	Start	1459812
R	3180	Wait	1459812
R	8492	Start	1459828
R	8492	Wait	1459828
R	2648	Start	1459828
R	2648	Wait	1459828
R	2832	Start	1459843
R	2832	Wait	1459843
R	3696	Start	1459859
R	3696	Wait	1459859
R	2880	Start	1459859
R	2880	Wait	1459859
R	3028	Start	1459875
R	3028	Wait	1459875
R	2876	Start	1459890
R	2876	Wait	1459890
R	3084	Start	1459890
R	3084	Wait	1459891
R	3172	Start	1459906
R	3172	Wait	1459906
R	9120	Start	1459921
R	9120	Wait	1459922
R	9100	Start	1459921
R	9100	Wait	1459921
W	9600	Ready	1460005
R	900	Page_0	1460000
W	9600	Finish	1460005
W	6680	Ready	1460005
R	2016	Page_1	1460007
W	6680	Finish	1460006
W	10044	Ready	1460022
R	3220	Page_2	1460022
W	10044	Finish	1460024
W	9576	Ready	1460045
R	2236	Page_3	1460046
W	9576	Finish	1460045
W	13404	Ready	1460055
R	5372	Page_4	1460061
W	13404	Finish	1460056
W	11636	Ready	1460070
R	9836	Page_5	1460060
W	11636	Finish	1460071
W	6856	Ready	1460087
R	2500	Page_6	1460081
W	6856	Finish	1460088
W	11428	Ready	1460096
W	11960	Ready	1460094
R	8740	Page_8	1460105
W	11428	Finish	1460098
R	8724	Page_7	1460096
W	11960	Finish	1460096
W	10176	Ready	1460109
R	2608	Page_9	1460107
W	10176	Finish	1460111
W	12480	Ready	1460134
W	10688	Ready	1460130
R	3180	Page_10	1460142
W	12480	Finish	1460135
R	8492	Page_11	1460146
W	10688	Finish	1460132
W	72	Ready	1460160
R	2648	Page_12	1460157
W	72	Finish	1460161
W	10516	Ready	1460176
W	7752	Ready	1460177
R	2832	Page_14	1460178
W	10516	Finish	1460178
R	3696	Page_13	1460184
W	7752	Finish	1460180
W	2776	Ready	1460205
W	9996	Ready	1460198
R	2880	Page_16	1460193
W	2776	Finish	1460207
R	3028	Page_15	1460195
W	9996	Finish	1460202
W	1540	Ready	1460202
R	2876	Page_17	1460216
W	1540	Finish	1460204
W	12772	Ready	1460224
R	3084	Page_18	1460215
W	12772	Finish	1460226
W	1512	Ready	1460225
R	3172	Page_19	1460223
W	1512	Finish	1460226
R	900	Ready	1460568
W	1332	Page_0	1460562
R	900	Finish	1460569
R	2016	Ready	1460567
W	2280	Page_1	1460569
R	2016	Finish	1460567
R	3220	Ready	1460573
R	3220	Finish	1460574
R	2236	Ready	1460598
R	2236	Finish	1460598
R	5372	Ready	1460612
R	5372	Finish	1460612
R	9836	Ready	1460612
R	9836	Finish	1460612
R	2500	Ready	1460633
R	2500	Finish	1460633
R	8724	Ready	1460644
R	8740	Ready	1460654
R	8740	Finish	1460655
R	8724	Finish	1460649
R	2608	Ready	1460670
R	2608	Finish	1460670
R	3180	Ready	1460691
R	3180	Finish	1460691
R	8492	Ready	1460712
R	8492	Finish	1460712
R	2648	Ready	1460719
R	2648	Finish	1460719
R	3696	Ready	1460740
R	2832	Ready	1460735
R	3696	Finish	1460740
R	2832	Finish	1460736
R	3028	Ready	1460744
R	2880	Ready	1460745
R	3028	Finish	1460744
R	2880	Finish	1460745
R	2876	Ready	1460773
R	2876	Finish	1460773
R	3084	Ready	1460779
R	3172	Ready	1460777
R	3084	Finish	1460779
R	3172	Finish	1460778
W	1332	Ready	1461108
W	2280	Ready	1461115
R	9120	Page_0	1461116
W	1332	Finish	1461110
R	9100	Page_1	1461112
W	2280	Finish	1461118
R	9100	Ready	1461664
R	9120	Ready	1461670
R	9100	Finish	1461665
R	9120	Finish	1461672
W	2568	Start	103203
W	2588	Start	103218
W	2568	Wait	103205
W	2588	Wait	103218
W	2568	Page_0	103205
W	2588	Page_1	103218
W	13036	Start	103218
W	13036	Wait	103219
W	13036	Page_2	103219
W	13248	Start	103234
W	13248	Wait	103234
W	13248	Page_3	103234
W	13244	Start	103250
W	13244	Wait	103250
W	13244	Page_4	103250
W	6580	Start	103265
W	6580	Wait	103265
W	6580	Page_5	103265
W	8156	Start	103265
W	8156	Wait	103265
W	8156	Page_6	103265
W	8224	Start	103281
W	8224	Wait	103281
W	8224	Page_7	103281
W	8152	Start	103296
W	8152	Wait	103296
W	8152	Page_8	103296
W	6680	Start	103296
W	6680	Wait	103296
W	6680	Page_9	103297
W	8228	Start	103296
W	8228	Wait	103297
W	8228	Page_10	103297
W	2764	Start	103312
W	2764	Wait	103312
W	2764	Page_11	103312
W	12940	Start	103312
W	12940	Wait	103312
W	12940	Page_12	103312
W	13008	Start	103312
W	13008	Wait	103312
W	13008	Page_13	103312
W	12604	Start	103343
W	12604	Wait	103343
W	12604	Page_14	103343
W	12576	Start	103343
W	12576	Wait	103343
W	12576	Page_15	103344
W	10184	Start	103359
W	10184	Wait	103359
W	10184	Page_16	103359
W	3320	Start	103359
W	3320	Wait	103359
W	3320	Page_17	103359
W	13260	Start	103375
W	13260	Wait	103375
W	13260	Page_18	103375
W	12584	Start	103375
W	12584	Wait	103375
W	12584	Page_19	103375
W	2984	Start	103375
W	2984	Wait	103375
W	3352	Start	103390
W	3352	Wait	103391
R	4188	Start	103406
R	4188	Wait	103406
R	4276	Start	103406
R	4276	Wait	103406
R	8692	Start	103421
R	8692	Wait	103421
R	4568	Start	103421
R	4568	Wait	103421
R	6192	Start	103437
R	6192	Wait	103437
R	9968	Start	103453
R	9968	Wait	103453
R	6332	Start	103468
R	6332	Wait	103468
R	9692	Start	103468
R	9692	Wait	103468
R	9144	Start	103468
R	9144	Wait	103469
R	7644	Start	103484
R	7644	Wait	103484
R	8320	Start	103484
R	8320	Wait	103484
R	10656	Start	103500
R	10656	Wait	103500
R	8104	Start	103515
R	8104	Wait	103516
R	4720	Start	103515
R	4720	Wait	103515
R	648	Start	103531
R	648	Wait	103531
R	10828	Start	103546
R	10828	Wait	103546
R	13288	Start	103546
R	13288	Wait	103546
R	11160	Start	103562
R	11160	Wait	103562
R	4612	Start	103562
R	4612	Wait	103562
R	11004	Start	103578
R	11004	Wait	103578
R	11616	Start	103609
R	11616	Wait	103609
R	11240	Start	103609
R	11240	Wait	103609
W	2588	Ready	104503
W	2568	Ready	104490
R	4188	Page_1	104494
W	2588	Finish	104503
R	4276	Page_0	104491
W	2568	Finish	104491
W	13248	Ready	104511
W	13036	Ready	104503
R	8692	Page_3	104505
W	13248	Finish	104512
W	13036	Finish	104504
R	4568	Page_2	104502
W	13244	Ready	104536
R	6192	Page_4	104527
W	13244	Finish	104536
W	8156	Ready	104544
W	6580	Ready	104547
R	9968	Page_6	104552
W	8156	Finish	104544
R	6332	Page_5	104552
W	6580	Finish	104549
W	8224	Ready	104567
R	9692	Page_7	104571
W	8224	Finish	104568
W	8228	Ready	104579
R	9144	Page_10	104572
W	8228	Finish	104579
W	6680	Ready	104582
W	8152	Ready	104585
R	7644	Page_8	104587
W	8152	Finish	104586
R	8320	Page_9	104584
W	6680	Finish	104584
W	12940	Ready	104589
W	2764	Ready	104591
R	10656	Page_12	104587
W	12940	Finish	104590
R	8104	Page_11	104593
W	2764	Finish	104592
W	13008	Ready	104596
R	4720	Page_13	104593
W	13008	Finish	104597
W	12604	Ready	104620
R	648	Page_14	104621
W	12604	Finish	104620
W	12576	Ready	104624
R	10828	Page_15	104633
W	12576	Finish	104624
W	3320	Ready	104641
W	10184	Ready	104642
R	13288	Page_17	104641
W	3320	Finish	104641
R	11160	Page_16	104650
W	10184	Finish	104643
W	13260	Ready	104664
R	4612	Page_18	104661
W	13260	Finish	104664
W	12584	Ready	104660
R	11004	Page_19	104664
W	12584	Finish	104662
R	4276	Ready	105769
R	4188	Ready	105773
W	2984	Page_0	105772
R	4276	Finish	105769
W	3352	Page_1	105783
R	4188	Finish	105774
R	8692	Ready	105789
R	4568	Ready	105785
R	8692	Finish	105789
R	4568	Finish	105785
R	6192	Ready	105804
R	6192	Finish	105804
R	6332	Ready	105831
R	9968	Ready	105831
R	6332	Finish	105831
R	9968	Finish	105831
R	9692	Ready	105852
R	9692	Finish	105852
R	8320	Ready	105866
R	7644	Ready	105870
R	9144	Ready	105857
R	8320	Finish	105867
R	7644	Finish	105871
R	9144	Finish	105858
R	4720	Ready	105876
R	8104	Ready	105884
R	10656	Ready	105879
R	4720	Finish	105876
R	8104	Finish	105885
R	10656	Finish	105881
R	648	Ready	105904
R	648	Finish	105904
R	10828	Ready	105921
R	10828	Finish	105921
R	11160	Ready	105936
R	13288	Ready	105928
R	11160	Finish	105936
R	13288	Finish	105928
R	11004	Ready	105949
R	4612	Ready	105948
R	11004	Finish	105949
R	4612	Finish	105948
W	2984	Ready	107047
R	11616	Page_0	107055
W	2984	Finish	107047
W	3352	Ready	107068
R	11240	Page_1	107063
W	3352	Finish	107068
R	11616	Ready	108336
R	11616	Finish	108336
R	11240	Ready	108351
R	11240	Finish	108351
W	2296	Start	4209453
W	2296	Wait	4209454
W	2296	Page_0	4209454
W	668	Start	4209453
W	668	Wait	4209453
W	668	Page_1	4209454
W	240	Start	4209468
W	240	Wait	4209468
W	240	Page_2	4209469
W	11532	Start	4209468
W	11532	Wait	4209468
W	11532	Page_3	4209468
W	3608	Start	4209500
W	3608	Wait	4209500
W	3608	Page_4	4209501
W	764	Start	4209515
W	764	Wait	4209519
W	764	Page_5	4209519
W	10908	Start	4209546
W	12564	Start	4209546
W	12564	Wait	4209546
W	12564	Page_6	4209546
W	10908	Wait	4209553
W	10908	Page_7	4209554
W	14200	Start	4209562
W	14200	Wait	4209562
W	14200	Page_8	4209562
W	14252	Start	4209578
W	14252	Wait	4209578
W	14252	Page_9	4209578
W	4852	Start	4209593
W	4852	Wait	4209593
W	4852	Page_10	4209593
W	9392	Start	4209593
W	9392	Wait	4209593
W	9392	Page_11	4209593
W	13920	Start	4209593
W	13920	Wait	4209593
W	13920	Page_12	4209593
W	14248	Start	4209609
W	14248	Wait	4209612
W	14248	Page_13	4209613
W	1632	Start	4209640
W	1632	Wait	4209641
W	1632	Page_14	4209641
W	2440	Start	4209640
W	2440	Wait	4209640
W	2440	Page_15	4209640
W	3412	Start	4209640
W	3412	Wait	4209640
W	3412	Page_16	4209640
W	5268	Start	4209640
W	5268	Wait	4209640
W	5268	Page_17	4209640
W	4084	Start	4209656
W	4084	Wait	4209656
W	4084	Page_18	4209656
W	6416	Start	4209656
W	6416	Wait	4209656
W	6416	Page_19	4209656
W	13060	Start	4209656
W	13060	Wait	4209656
W	12268	Start	4209671
W	12268	Wait	4209671
R	13480	Start	4209718
R	12872	Start	4209718
R	13480	Wait	4209718
R	12872	Wait	4209721
R	4396	Start	4209718
R	4396	Wait	4209718
R	13788	Start	4209734
R	13788	Wait	4209734
R	13736	Start	4209750
R	13736	Wait	4209750
R	3288	Start	4209750
R	3288	Wait	4209750
R	14172	Start	4209765
R	14172	Wait	4209765
R	10204	Start	4209765
R	10204	Wait	4209766
R	1236	Start	4209781
R	1236	Wait	4209782
R	13688	Start	4209781
R	13688	Wait	4209781
R	11736	Start	4209796
R	11736	Wait	4209796
R	13304	Start	4209796
R	13304	Wait	4209796
R	8216	Start	4209812
R	8216	Wait	4209812
R	5732	Start	4209812
R	780	Start	4209812
R	5732	Wait	4209812
R	780	Wait	4209812
R	8340	Start	4209828
R	8340	Wait	4209828
R	6804	Start	4209828
R	6804	Wait	4209828
R	11180	Start	4209843
R	11180	Wait	4209843
R	13800	Start	4209843
R	11860	Start	4209843
R	13800	Wait	4209843
R	11860	Wait	4209843
R	3220	Start	4209843
R	3220	Wait	4209845
R	12572	Start	4209859
R	12572	Wait	4209859
W	668	Ready	4210642
W	2296	Ready	4210654
R	13480	Page_1	4210648
W	668	Finish	4210644
R	12872	Page_0	4210649
W	2296	Finish	4210657
W	11532	Ready	4210659
W	240	Ready	4210669
R	4396	Page_3	4210662
W	11532	Finish	4210661
W	240	Finish	4210672
R	13788	Page_2	4210666
W	3608	Ready	4210695
R	13736	Page_4	4210696
W	3608	Finish	4210696
W	764	Ready	4210713
R	3288	Page_5	4210711
W	764	Finish	4210714
W	10908	Ready	4210750
W	12564	Ready	4210744
R	14172	Page_7	4210748
W	10908	Finish	4210751
W	12564	Finish	4210745
R	10204	Page_6	4210747
W	14200	Ready	4210755
R	1236	Page_8	4210757
W	14200	Finish	4210756
W	14252	Ready	4210771
R	13688	Page_9	4210774
W	14252	Finish	4210772
W	9392	Ready	4210782
W	4852	Ready	4210788
R	11736	Page_11	4210793
W	9392	Finish	4210784
R	13304	Page_10	4210780
W	4852	Finish	4210791
W	13920	Ready	4210790
R	8216	Page_12	4210800
W	13920	Finish	4210790
W	14248	Ready	4210801
R	5732	Page_13	4210802
W	14248	Finish	4210802
W	2440	Ready	4210830
W	1632	Ready	4210836
R	780	Page_15	4210827
W	2440	Finish	4210831
R	8340	Page_14	4210834
W	1632	Finish	4210838
W	5268	Ready	4210832
W	3412	Ready	4210833
W	4084	Ready	4210846
R	6804	Page_17	4210834
W	5268	Finish	4210833
W	3412	Finish	4210835
R	11180	Page_16	4210850
W	4084	Finish	4210849
R	13800	Page_18	4210840
W	6416	Ready	4210854
R	11860	Page_19	4210852
W	6416	Finish	4210854
R	12872	Ready	4211840
R	13480	Ready	4211840
W	13060	Page_0	4211834
R	12872	Finish	4211842
W	12268	Page_1	4211834
R	13480	Finish	4211844
R	4396	Ready	4211858
R	13788	Ready	4211860
R	4396	Finish	4211860
R	13788	Finish	4211862
R	13736	Ready	4211889
R	13736	Finish	4211889
R	3288	Ready	4211908
R	3288	Finish	4211909
R	10204	Ready	4211941
R	14172	Ready	4211943
R	10204	Finish	4211941
R	14172	Finish	4211944
R	1236	Ready	4211954
R	1236	Finish	4211954
R	13688	Ready	4211962
R	13688	Finish	4211962
R	11736	Ready	4211986
R	13304	Ready	4211973
R	11736	Finish	4211986
R	13304	Finish	4211974
R	8216	Ready	4211998
R	8216	Finish	4211998
R	5732	Ready	4211997
R	5732	Finish	4211997
R	6804	Ready	4212027
R	8340	Ready	4212035
R	780	Ready	4212029
R	6804	Finish	4212028
R	8340	Finish	4212036
R	780	Finish	4212030
R	13800	Ready	4212042
R	13800	Finish	4212042
R	11180	Ready	4212053
R	11180	Finish	4212054
R	11860	Ready	4212051
R	11860	Finish	4212051
W	13952	Start	172656
W	13952	Wait	172661
W	13952	Page_-1	172661
W	6864	Start	172656
W	6864	Wait	172656
W	6864	Page_-1	172656
W	12912	Start	172671
W	12912	Wait	172671
W	12912	Page_-1	172671
W	11900	Start	172703
W	11900	Wait	172703
W	11900	Page_-1	172703
W	8400	Start	172718
W	11340	Start	172718
W	8400	Wait	172718
W	11340	Wait	172718
W	8400	Page_-1	172719
W	11340	Page_-1	172719
W	12352	Start	172734
W	12352	Wait	172735
W	12352	Page_-1	172735
W	2052	Start	172750
W	2052	Wait	172751
W	2052	Page_-1	172751
W	2880	Start	172781
W	2880	Wait	172781
W	2880	Page_-1	172782
W	13944	Start	172781
W	13944	Wait	172781
W	13944	Page_-1	172781
W	1304	Start	172796
W	1304	Wait	172796
W	1304	Page_-1	172797
W	9088	Start	172812
W	9088	Wait	172812
W	9088	Page_-1	172812
W	8572	Start	172812
W	11936	Start	172812
W	8572	Wait	172814
W	11936	Wait	172814
W	8572	Page_-1	172814
W	11936	Page_-1	172814
W	12648	Start	172828
W	12648	Wait	172828
W	12648	Page_-1	172828
W	13808	Start	172843
W	13812	Start	172843
W	13808	Wait	172846
W	13812	Wait	172846
W	13824	Start	172859
W	13824	Wait	172859
W	13832	Start	172859
W	13832	Wait	172859
W	8616	Start	172875
W	8616	Wait	172875
R	8812	Start	172921
R	8812	Wait	172921
R	5912	Start	172921
R	7240	Start	172921
R	5912	Wait	172922
R	7240	Wait	172921
R	12908	Start	172921
R	12908	Wait	172922
R	1384	Start	172937
R	1384	Wait	172938
R	13696	Start	172937
R	13696	Wait	172937
R	656	Start	172937
R	656	Wait	172937
R	11092	Start	172953
R	11092	Wait	172953
R	6212	Start	172953
